Source Function,Target Function
"addFactory(address,uint8,uint256)","addTileBonus(uint256,uint256,uint32[8])"
"moveFactory(uint8,uint8)","addTileBonus(uint256,uint256,uint32[8])"
"setOperator(address,bool)","addTileBonus(uint256,uint256,uint32[8])"
"moveFactory(uint8,uint8)","addFactory(address,uint8,uint256)"
"addFactory(address,uint8,uint256)","moveFactory(uint8,uint8)"
setInventory(address),setUnits(address)
"addFactory(address,uint8,uint256)",getPlayersUnits(address)
"moveFactory(uint8,uint8)",getPlayersUnits(address)
setUnits(address),setInventory(address)
setUnits(address),"setOperator(address,bool)"
setInventory(address),"setOperator(address,bool)"
