Source Function,Target Function
doWaiver(),bestInvestor()
setAdminsAddress(address),bestInvestor()
setAdvertisingAddress(address),bestInvestor()
doWaiver(),statistic(uint256)
setAdminsAddress(address),statistic(uint256)
setAdvertisingAddress(address),statistic(uint256)
doWaiver(),bestPromoter()
setAdminsAddress(address),bestPromoter()
setAdvertisingAddress(address),bestPromoter()
doWaiver(),investorsNumber()
setAdminsAddress(address),investorsNumber()
setAdvertisingAddress(address),investorsNumber()
doWaiver(),investorInfo(address)
setAdminsAddress(address),investorInfo(address)
setAdvertisingAddress(address),investorInfo(address)
