Source Function,Target Function
changeIssuer(address),allocateTokens()
"mintTokens(address,uint256)",allocateTokens()
allocateTokens(),changeIssuer(address)
"mintTokens(address,uint256)",changeIssuer(address)
allocateTokens(),"mintTokens(address,uint256)"
changeIssuer(address),"mintTokens(address,uint256)"
