Source Function,Target Function
"enableServiceAction(address,string)","getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
"disableServiceAction(address,string)","getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
deregisterService(address),"getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
registerServiceDeferred(address),"getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
"add(address,bytes32,int256,address,uint256)","getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
registerService(address),"getByCurrencyBlockNumber(address,bytes32,address,uint256,uint256)"
disableSelfDestruction(),triggerSelfDestruction()
setServiceActivationTimeout(uint256),triggerSelfDestruction()
setDeployer(address),triggerSelfDestruction()
setOperator(address),triggerSelfDestruction()
"disableServiceAction(address,string)","enableServiceAction(address,string)"
deregisterService(address),"enableServiceAction(address,string)"
registerServiceDeferred(address),"enableServiceAction(address,string)"
"add(address,bytes32,int256,address,uint256)","enableServiceAction(address,string)"
registerService(address),"enableServiceAction(address,string)"
"enableServiceAction(address,string)","disableServiceAction(address,string)"
deregisterService(address),"disableServiceAction(address,string)"
registerServiceDeferred(address),"disableServiceAction(address,string)"
"add(address,bytes32,int256,address,uint256)","disableServiceAction(address,string)"
registerService(address),"disableServiceAction(address,string)"
"enableServiceAction(address,string)","getByBlockNumber(address,bytes32,uint256)"
"disableServiceAction(address,string)","getByBlockNumber(address,bytes32,uint256)"
deregisterService(address),"getByBlockNumber(address,bytes32,uint256)"
registerServiceDeferred(address),"getByBlockNumber(address,bytes32,uint256)"
"add(address,bytes32,int256,address,uint256)","getByBlockNumber(address,bytes32,uint256)"
registerService(address),"getByBlockNumber(address,bytes32,uint256)"
"enableServiceAction(address,string)",deregisterService(address)
"disableServiceAction(address,string)",deregisterService(address)
registerServiceDeferred(address),deregisterService(address)
"add(address,bytes32,int256,address,uint256)",deregisterService(address)
registerService(address),deregisterService(address)
