Source Function,Target Function
withdraw(),"buyCardXid(uint256,uint256)"
"buyCardXname(uint256,string)","buyCardXid(uint256,uint256)"
"registNameXname(string,string)","buyCardXid(uint256,uint256)"
"registNameXid(string,uint256)","buyCardXid(uint256,uint256)"
teamWithdraw(),"buyCardXid(uint256,uint256)"
active(),startFirstRound()
active(),withdraw()
"buyCardXid(uint256,uint256)",withdraw()
"buyCardXname(uint256,string)",withdraw()
"registNameXname(string,string)",withdraw()
"registNameXid(string,uint256)",withdraw()
teamWithdraw(),withdraw()
active(),"buyXname(uint256,string)"
"buyCardXid(uint256,uint256)","buyCardXname(uint256,string)"
withdraw(),"buyCardXname(uint256,string)"
"registNameXname(string,string)","buyCardXname(uint256,string)"
"registNameXid(string,uint256)","buyCardXname(uint256,string)"
teamWithdraw(),"buyCardXname(uint256,string)"
active(),"buyXid(uint256,uint256)"
"buyCardXid(uint256,uint256)","registNameXname(string,string)"
withdraw(),"registNameXname(string,string)"
"buyCardXname(uint256,string)","registNameXname(string,string)"
"registNameXid(string,uint256)","registNameXname(string,string)"
teamWithdraw(),"registNameXname(string,string)"
"buyCardXid(uint256,uint256)","registNameXid(string,uint256)"
withdraw(),"registNameXid(string,uint256)"
"buyCardXname(uint256,string)","registNameXid(string,uint256)"
"registNameXname(string,string)","registNameXid(string,uint256)"
teamWithdraw(),"registNameXid(string,uint256)"
"buyCardXid(uint256,uint256)",teamWithdraw()
withdraw(),teamWithdraw()
"buyCardXname(uint256,string)",teamWithdraw()
"registNameXname(string,string)",teamWithdraw()
"registNameXid(string,uint256)",teamWithdraw()
