Source Function,Target Function
setExchangeRate(uint256),withdrawEtherManually()
transferOwnership(address),withdrawEtherManually()
setExchangeRate(uint256),withdrawTokenManually(uint256)
transferOwnership(address),withdrawTokenManually(uint256)
transferOwnership(address),setExchangeRate(uint256)
setExchangeRate(uint256),transferOwnership(address)
