Source Function,Target Function
"setConfig(uint256,uint256)",UpdateMaintaining(bool)
"setContract(address,address)",UpdateMaintaining(bool)
AddModerator(address),UpdateMaintaining(bool)
RemoveModerator(address),UpdateMaintaining(bool)
ChangeOwner(address),UpdateMaintaining(bool)
"setConfig(uint256,uint256)","withdrawEther(address,uint256)"
"setContract(address,address)","withdrawEther(address,uint256)"
UpdateMaintaining(bool),"withdrawEther(address,uint256)"
AddModerator(address),"withdrawEther(address,uint256)"
RemoveModerator(address),"withdrawEther(address,uint256)"
ChangeOwner(address),"withdrawEther(address,uint256)"
"setConfig(uint256,uint256)",AddModerator(address)
"setContract(address,address)",AddModerator(address)
UpdateMaintaining(bool),AddModerator(address)
RemoveModerator(address),AddModerator(address)
ChangeOwner(address),AddModerator(address)
"setConfig(uint256,uint256)",RemoveModerator(address)
"setContract(address,address)",RemoveModerator(address)
UpdateMaintaining(bool),RemoveModerator(address)
AddModerator(address),RemoveModerator(address)
ChangeOwner(address),RemoveModerator(address)
"setClassWhitelist(uint32,bool)","catchMonster(address,uint32,string)"
AddModerator(address),"catchMonster(address,uint32,string)"
"setAddressWhitelist(address,bool)","catchMonster(address,uint32,string)"
RemoveModerator(address),"catchMonster(address,uint32,string)"
"setConfig(uint256,uint256)",ChangeOwner(address)
"setContract(address,address)",ChangeOwner(address)
UpdateMaintaining(bool),ChangeOwner(address)
AddModerator(address),ChangeOwner(address)
RemoveModerator(address),ChangeOwner(address)
