Source Function,Target Function
AddModerator(address),UpdateMaintaining(bool)
RemoveModerator(address),UpdateMaintaining(bool)
"setConfig(address,uint256,uint256,uint256)",UpdateMaintaining(bool)
ChangeOwner(address),UpdateMaintaining(bool)
UpdateMaintaining(bool),AddModerator(address)
RemoveModerator(address),AddModerator(address)
"setConfig(address,uint256,uint256,uint256)",AddModerator(address)
ChangeOwner(address),AddModerator(address)
UpdateMaintaining(bool),RemoveModerator(address)
AddModerator(address),RemoveModerator(address)
"setConfig(address,uint256,uint256,uint256)",RemoveModerator(address)
ChangeOwner(address),RemoveModerator(address)
UpdateMaintaining(bool),ChangeOwner(address)
AddModerator(address),ChangeOwner(address)
RemoveModerator(address),ChangeOwner(address)
"setConfig(address,uint256,uint256,uint256)",ChangeOwner(address)
