Source Function,Target Function
transferToNewOwner(address),"sendBounty(address,uint256)"
applyAndLockSettings(),"sendBounty(address,uint256)"
setInitialOwnerAndName(bytes32),"sendBounty(address,uint256)"
setInitialApplicationAddress(address),"sendBounty(address,uint256)"
transferToNewOwner(address),getApplicationState()
applyAndLockSettings(),getApplicationState()
setInitialOwnerAndName(bytes32),getApplicationState()
setInitialApplicationAddress(address),getApplicationState()
applyAndLockSettings(),transferToNewOwner(address)
setInitialOwnerAndName(bytes32),transferToNewOwner(address)
setInitialApplicationAddress(address),transferToNewOwner(address)
transferToNewOwner(address),applyAndLockSettings()
setInitialOwnerAndName(bytes32),applyAndLockSettings()
setInitialApplicationAddress(address),applyAndLockSettings()
transferToNewOwner(address),setInitialOwnerAndName(bytes32)
applyAndLockSettings(),setInitialOwnerAndName(bytes32)
setInitialApplicationAddress(address),setInitialOwnerAndName(bytes32)
transferToNewOwner(address),setInitialApplicationAddress(address)
applyAndLockSettings(),setInitialApplicationAddress(address)
setInitialOwnerAndName(bytes32),setInitialApplicationAddress(address)
transferToNewOwner(address),getAppBylawBytes32(bytes32)
applyAndLockSettings(),getAppBylawBytes32(bytes32)
setInitialOwnerAndName(bytes32),getAppBylawBytes32(bytes32)
setInitialApplicationAddress(address),getAppBylawBytes32(bytes32)
transferToNewOwner(address),getAppBylawUint256(bytes32)
applyAndLockSettings(),getAppBylawUint256(bytes32)
setInitialOwnerAndName(bytes32),getAppBylawUint256(bytes32)
setInitialApplicationAddress(address),getAppBylawUint256(bytes32)
transferToNewOwner(address),getApplicationEntityState(bytes32)
applyAndLockSettings(),getApplicationEntityState(bytes32)
setInitialOwnerAndName(bytes32),getApplicationEntityState(bytes32)
setInitialApplicationAddress(address),getApplicationEntityState(bytes32)
